license_plate,acAvailable,standingCapacity,depotID,vehicle_label,id,seatingCapacity,vehicleType
GJ05BX3416,No,18,2003,M49,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3420,No,18,2003,M50,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3438,No,18,2003,M53,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3448,No,18,2003,M55,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3470,No,18,2003,M56,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3472,No,18,2003,M57,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3473,No,18,2003,M58,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3480,No,18,2003,M59,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3508,No,18,2003,M60,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3522,No,18,2003,M61,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3545,No,18,2003,M62,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3573,No,18,2003,M63,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3595,No,18,2003,M64,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3695,No,18,2003,M66,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3732,No,18,2003,M67,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3778,No,18,2003,M68,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3862,No,18,2003,M69,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3887,No,18,2003,M70,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3906,No,18,2003,M71,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3919,No,18,2003,M72,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3924,No,18,2003,M73,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3983,No,18,2003,M74,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3511,No,18,2003,M75,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BU3398,Yes,18,1,P11,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BU3648,Yes,18,1,P12,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BU3663,Yes,18,1,P13,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BU3824,Yes,18,1,P14,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BU8836,Yes,18,1,P16,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BU8838,Yes,18,1,P17,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BU8841,Yes,18,1,P18,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BU8865,Yes,18,1,P19,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BU9161,Yes,18,1,P21,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BU9162,Yes,18,1,P22,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BU9170,Yes,18,1,P23,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJO5BU9184,Yes,18,1,P24,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BV2253,Yes,18,1,P25,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BV2044,Yes,18,1,P27,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BV2400,Yes,18,1,P28,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BV2159,Yes,18,1,P29,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BV2549,Yes,18,1,P30,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BV2742,Yes,18,1,P32,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BV2611,Yes,18,1,P31,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BV2776,Yes,18,1,P33,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BV2998,Yes,18,1,P34,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BV4137,Yes,18,1,P35,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BV4080,Yes,18,1,P36,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BV4172,Yes,18,1,P37,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BV4252,Yes,18,1,P38,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BV4449,Yes,18,1,P39,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BV4688,Yes,18,1,P41,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BV4819,Yes,18,1,P42,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BV4912,Yes,18,1,P43,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BV5408,Yes,18,1,P44,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BX0349,Yes,18,1,P45,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BX0587,Yes,18,1,P46,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BX0867,Yes,18,1,P47,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BX1007,Yes,18,1,P48,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BX1218,Yes,18,1,P49,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BX1382,Yes,18,1,P51,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BX1482,Yes,18,1,P53,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BX1314,Yes,18,1,P55,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BX1150,Yes,18,1,P59,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BX1430,Yes,18,1,P62,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BX1148,Yes,18,1,P63,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BX1378,Yes,18,1,P64,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
GJ05BX1577,Yes,18,1,P66,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus – Long Chassis Bus
