stop_id,id,stop_name,location.coordinates,location.type
4239,7ec3d577-2f35-48a0-8293-e343f1c63e15,SHREEJI ROW HOUSE CHAAPRA BHAATHA,"[72.842549, 21.250464]",Point
4240,7ec3d577-2f35-48a0-8293-e343f1c63e15,GANESH NAGAR,"[72.843042, 21.246497]",Point
4241,7ec3d577-2f35-48a0-8293-e343f1c63e15,SWAMI NARAYAN MANDIR (BAPS),"[72.84431, 21.244538]",Point
4242,7ec3d577-2f35-48a0-8293-e343f1c63e15,AMROLI CHAR RASTA,"[72.849492, 21.239249]",Point
4243,7ec3d577-2f35-48a0-8293-e343f1c63e15,AMROLI GAAM,"[72.851373, 21.233876]",Point
4244,7ec3d577-2f35-48a0-8293-e343f1c63e15,R V PATEL VIDHYALAY,"[72.851978, 21.233265]",Point
4245,7ec3d577-2f35-48a0-8293-e343f1c63e15,UTRAN LAKE GARDEN,"[72.85648, 21.23088]",Point
4246,7ec3d577-2f35-48a0-8293-e343f1c63e15,OMKAR ROW HOUSE,"[72.857503, 21.229037]",Point
4247,7ec3d577-2f35-48a0-8293-e343f1c63e15,COMMUNITY HALL UTRAN,"[72.860671, 21.228519]",Point
4248,7ec3d577-2f35-48a0-8293-e343f1c63e15,SILVER PALACE,"[72.863486, 21.22991]",Point
4249,7ec3d577-2f35-48a0-8293-e343f1c63e15,UTRAN POWER HOUSE,"[72.866919, 21.23171]",Point
4250,7ec3d577-2f35-48a0-8293-e343f1c63e15,SAMATA NAGAR,"[72.871361, 21.232642]",Point
4251,7ec3d577-2f35-48a0-8293-e343f1c63e15,MOTA VARACHHA PUMPING STATION,"[72.873595, 21.2351]",Point
4252,7ec3d577-2f35-48a0-8293-e343f1c63e15,AMROLI CROSS ROAD,"[72.851484, 21.241503]",Point
4253,7ec3d577-2f35-48a0-8293-e343f1c63e15,KOSAD TALAAV,"[72.858869, 21.254337]",Point
4254,7ec3d577-2f35-48a0-8293-e343f1c63e15,MAHAVIR HEIGHTS,"[72.854982, 21.241134]",Point
4255,7ec3d577-2f35-48a0-8293-e343f1c63e15,MAHAVIR DHAM 2,"[72.854406, 21.238708]",Point
4257,7ec3d577-2f35-48a0-8293-e343f1c63e15,GLOBAL RESIDENCY,"[72.845839, 21.262117]",Point
4258,7ec3d577-2f35-48a0-8293-e343f1c63e15,VATSALYA VILLA VARIYAV,"[72.840917, 21.255525]",Point
4259,7ec3d577-2f35-48a0-8293-e343f1c63e15,SMC WATER WORKS KOSAD,"[72.845209, 21.255301]",Point
4260,7ec3d577-2f35-48a0-8293-e343f1c63e15,KOSAD GAM,"[72.862777, 21.254171]",Point
4261,7ec3d577-2f35-48a0-8293-e343f1c63e15,ABHISHEK TOWNSHIP,"[72.855553, 21.244364]",Point
4262,7ec3d577-2f35-48a0-8293-e343f1c63e15,ASHWANIKUMAR SMASHAN GRUH,"[72.848103, 21.226671]",Point
4263,7ec3d577-2f35-48a0-8293-e343f1c63e15,KATAR GAM GIDC,"[72.844989, 21.227528]",Point
4264,7ec3d577-2f35-48a0-8293-e343f1c63e15,Jain Deraasar Amroli,"[72.848508, 21.237544]",Point
4265,7ec3d577-2f35-48a0-8293-e343f1c63e15,SREEPAL NAGAR SOCIETY,"[72.850692, 21.239021]",Point
4266,7ec3d577-2f35-48a0-8293-e343f1c63e15,MAHAVIR DHAAM SOCIETY,"[72.854637, 21.237812]",Point
4267,7ec3d577-2f35-48a0-8293-e343f1c63e15,KRISHNA NAGAR SOCIETY,"[72.856949, 21.236999]",Point
4268,7ec3d577-2f35-48a0-8293-e343f1c63e15,HARI SIDDHI APARTMENT,"[72.858458, 21.239602]",Point
4269,7ec3d577-2f35-48a0-8293-e343f1c63e15,MARUTI DHAM SOCIETY,"[72.859716, 21.242359]",Point
4270,7ec3d577-2f35-48a0-8293-e343f1c63e15,SEVEN STAR RESIDENCY,"[72.861187, 21.245865]",Point
4271,7ec3d577-2f35-48a0-8293-e343f1c63e15,SHAHJANAND APARTMENT,"[72.862416, 21.249015]",Point
4307,7ec3d577-2f35-48a0-8293-e343f1c63e15,ANAND DHARA SOCIETY MOTA VARACHHA,"[72.886058, 21.246867]",Point
4308,7ec3d577-2f35-48a0-8293-e343f1c63e15,RACHANA SOCIETY,"[72.867897, 21.213239]",Point
4309,7ec3d577-2f35-48a0-8293-e343f1c63e15,GOPAL CHOWK,"[72.871164, 21.215107]",Point
4310,7ec3d577-2f35-48a0-8293-e343f1c63e15,SAGAR SOCIETY,"[72.872909, 21.216118]",Point
4311,7ec3d577-2f35-48a0-8293-e343f1c63e15,BSNL OFFICE MAMTA PARK,"[72.87594, 21.217675]",Point
4312,7ec3d577-2f35-48a0-8293-e343f1c63e15,LAXMINAGAR CHOWK,"[72.877374, 21.214628]",Point
4313,7ec3d577-2f35-48a0-8293-e343f1c63e15,V T NAGAR ROAD,"[72.907371, 21.234306]",Point
4314,7ec3d577-2f35-48a0-8293-e343f1c63e15,DIVA FARM,"[72.910482, 21.234208]",Point
4315,7ec3d577-2f35-48a0-8293-e343f1c63e15,N C THAKKAR SCHOOL,"[72.913419, 21.234063]",Point
4316,7ec3d577-2f35-48a0-8293-e343f1c63e15,SHYAM DHAM CHOWK SIMADA,"[72.89006, 21.219787]",Point
4317,7ec3d577-2f35-48a0-8293-e343f1c63e15,SHYAM SUNDAR APARTMENT,"[72.893371, 21.221064]",Point
4318,7ec3d577-2f35-48a0-8293-e343f1c63e15,SIDDHARTH NAGAR SOCIETY,"[72.897894, 21.222618]",Point
4319,7ec3d577-2f35-48a0-8293-e343f1c63e15,CITY CENTRE PUNA GAAM,"[72.88725, 21.215572]",Point
4320,7ec3d577-2f35-48a0-8293-e343f1c63e15,SHIV DHARA HEIGHTS,"[72.884467, 21.214812]",Point
4321,7ec3d577-2f35-48a0-8293-e343f1c63e15,SATYAM RESIDENCY PUNA GAAM,"[72.881542, 21.214186]",Point
4322,7ec3d577-2f35-48a0-8293-e343f1c63e15,SITA NAGAR,"[72.867627, 21.202122]",Point
4324,7ec3d577-2f35-48a0-8293-e343f1c63e15,PUNA TALAV,"[72.873213, 21.205149]",Point
4325,7ec3d577-2f35-48a0-8293-e343f1c63e15,SHAARDA VIDHYA MANDIR,"[72.872635, 21.207521]",Point
4326,7ec3d577-2f35-48a0-8293-e343f1c63e15,KARGIL CHOWK PUNA,"[72.875586, 21.210795]",Point
4327,7ec3d577-2f35-48a0-8293-e343f1c63e15,THAKORDWAR SOCIETY,"[72.877432, 21.211845]",Point
4328,7ec3d577-2f35-48a0-8293-e343f1c63e15,BHAGWATI SOCIETY,"[72.880792, 21.21335]",Point
4329,7ec3d577-2f35-48a0-8293-e343f1c63e15,ANUPAM BUSINESS HUB,"[72.885099, 21.213278]",Point
4330,7ec3d577-2f35-48a0-8293-e343f1c63e15,YOGI CHOWK,"[72.888544, 21.214763]",Point
4331,7ec3d577-2f35-48a0-8293-e343f1c63e15,YODI DARSHAN SOCIETY,"[72.890226, 21.215651]",Point
4332,7ec3d577-2f35-48a0-8293-e343f1c63e15,YOGI NAGAR SOCIETY,"[72.892771, 21.217159]",Point
4333,7ec3d577-2f35-48a0-8293-e343f1c63e15,PATEL PARK,"[72.898498, 21.22007]",Point
4334,7ec3d577-2f35-48a0-8293-e343f1c63e15,SIMADA GAM,"[72.89935, 21.221114]",Point
4335,7ec3d577-2f35-48a0-8293-e343f1c63e15,VRAJVILLA SOCIETY SHYAMNAGAR,"[72.902244, 21.221583]",Point
4336,7ec3d577-2f35-48a0-8293-e343f1c63e15,VRAJ CHOWK,"[72.902657, 21.223941]",Point
4337,7ec3d577-2f35-48a0-8293-e343f1c63e15,SIMADA VARIGRUH,"[72.902127, 21.226124]",Point
4338,7ec3d577-2f35-48a0-8293-e343f1c63e15,SARTHANA NAKA,"[72.901024, 21.229732]",Point
4341,7ec3d577-2f35-48a0-8293-e343f1c63e15,GURUKUM SCHOOL SARTHANA,"[72.899657, 21.223827]",Point
4342,7ec3d577-2f35-48a0-8293-e343f1c63e15,PUNAGAM SARKARI MANDLI,"[72.872907, 21.202993]",Point
4343,7ec3d577-2f35-48a0-8293-e343f1c63e15,BHAGWAN NAGAR SARTHANA,"[72.900913, 21.226035]",Point
4345,7ec3d577-2f35-48a0-8293-e343f1c63e15,BALAJI RESIDENCY,"[72.898445, 21.220163]",Point
4346,7ec3d577-2f35-48a0-8293-e343f1c63e15,PRAMUKHCHHAYA,"[72.884689, 21.208162]",Point
4347,7ec3d577-2f35-48a0-8293-e343f1c63e15,VRUNDAVAN SOCIETY PUNA,"[72.887099, 21.210312]",Point
4348,7ec3d577-2f35-48a0-8293-e343f1c63e15,SAVALIYA CIRCLE,"[72.890377, 21.212686]",Point
4349,7ec3d577-2f35-48a0-8293-e343f1c63e15,RADHE PARK,"[72.893587, 21.213655]",Point
4350,7ec3d577-2f35-48a0-8293-e343f1c63e15,RAGHUKUL RESIDENCY,"[72.896246, 21.214695]",Point
4351,7ec3d577-2f35-48a0-8293-e343f1c63e15,CITY CIVIC CENTRE YOGI,"[72.88534, 21.21334]",Point
4352,7ec3d577-2f35-48a0-8293-e343f1c63e15,MAHAVIR CHOWK,"[72.88725, 21.21845]",Point
4353,7ec3d577-2f35-48a0-8293-e343f1c63e15,VARACHA CHOWPATI F.O.B,"[72.886944, 21.219673]",Point
4354,7ec3d577-2f35-48a0-8293-e343f1c63e15,TAPOVAN CIRCLE,"[72.886501, 21.221376]",Point
4355,7ec3d577-2f35-48a0-8293-e343f1c63e15,SAINATH SOCIETY KAPODARA,"[72.878778, 21.072933]",Point
4356,7ec3d577-2f35-48a0-8293-e343f1c63e15,NILKANTH SOCIETY KAPODARA,"[72.869633, 21.217157]",Point
4357,7ec3d577-2f35-48a0-8293-e343f1c63e15,RASHMI KIRAN APARTMENT,"[72.872797, 21.218085]",Point
4358,7ec3d577-2f35-48a0-8293-e343f1c63e15,SKY LARK COMPLEX KAPODARA,"[72.875449, 21.219009]",Point
4359,7ec3d577-2f35-48a0-8293-e343f1c63e15,MAMTA PARK SOCIETY,"[72.876596, 21.216899]",Point
4365,7ec3d577-2f35-48a0-8293-e343f1c63e15,NATVAR NAGAR,"[72.894213, 21.229871]",Point
4366,7ec3d577-2f35-48a0-8293-e343f1c63e15,SAVJIKORAT BRIDGE,"[72.893592, 21.231064]",Point
4367,7ec3d577-2f35-48a0-8293-e343f1c63e15,LAJAMANI CHOWK,"[72.888794, 21.239215]",Point
4368,7ec3d577-2f35-48a0-8293-e343f1c63e15,RAJHANS TOWER,"[72.887827, 21.242183]",Point
4369,7ec3d577-2f35-48a0-8293-e343f1c63e15,APPLE HEIGHTS,"[72.874121, 21.23642]",Point
4370,7ec3d577-2f35-48a0-8293-e343f1c63e15,SUDAMA CHOWK,"[72.877632, 21.237546]",Point
4371,7ec3d577-2f35-48a0-8293-e343f1c63e15,MOTA VARACHHA FIRE STATION,"[72.880967, 21.238443]",Point
4372,7ec3d577-2f35-48a0-8293-e343f1c63e15,MOTA VARACHHA WARD OFFICE,"[72.882598, 21.239622]",Point
4373,7ec3d577-2f35-48a0-8293-e343f1c63e15,MOTA VARACHHA PRATHMIK SCHOOL,"[72.881617, 21.241256]",Point
4374,7ec3d577-2f35-48a0-8293-e343f1c63e15,MOTA VARACHHA LAKE,"[72.882813, 21.24342]",Point
4377,7ec3d577-2f35-48a0-8293-e343f1c63e15,SEWAGE PUMPING MOTA VARACHHA,"[72.887167, 21.244502]",Point
4378,7ec3d577-2f35-48a0-8293-e343f1c63e15,GAUSHALA FULPADA,"[72.850503, 21.222795]",Point
4384,7ec3d577-2f35-48a0-8293-e343f1c63e15,ANMOL PARK SOCIETY,"[72.901219, 21.234397]",Point
4385,7ec3d577-2f35-48a0-8293-e343f1c63e15,SANKALP RESIDENCY,"[72.905058, 21.237534]",Point
4389,7ec3d577-2f35-48a0-8293-e343f1c63e15,KAPODARA,"[72.875916, 21.219189]",Point
4390,7ec3d577-2f35-48a0-8293-e343f1c63e15,RACHANA CIRCLE,"[72.867307, 21.21268]",Point
4401,7ec3d577-2f35-48a0-8293-e343f1c63e15,RAJ EMPIRE GODADARA,"[72.872079, 21.174978]",Point
4402,7ec3d577-2f35-48a0-8293-e343f1c63e15,DHRUV PARK SOCIETY,"[72.876076, 21.174996]",Point
4403,7ec3d577-2f35-48a0-8293-e343f1c63e15,PRIYANKA METRO CITY,"[72.878962, 21.175006]",Point
4404,7ec3d577-2f35-48a0-8293-e343f1c63e15,SMC GARDEN GODADARA,"[72.880193, 21.172539]",Point
4405,7ec3d577-2f35-48a0-8293-e343f1c63e15,SHYAM SHRUSTI APARTMENT,"[72.882403, 21.171187]",Point
4423,7ec3d577-2f35-48a0-8293-e343f1c63e15,SHANTANU RESIDENCY GODADARA,"[72.871703, 21.171367]",Point
4424,7ec3d577-2f35-48a0-8293-e343f1c63e15,KHODIYAR RESIDENCY GODADARA,"[72.875111, 21.171828]",Point
4425,7ec3d577-2f35-48a0-8293-e343f1c63e15,RADHE SHYAM SOCIETY GODADARA,"[72.877411, 21.170753]",Point
4426,7ec3d577-2f35-48a0-8293-e343f1c63e15,SHAMALDHAM ROW HOUSE GODADARA,"[72.878203, 21.168444]",Point
4427,7ec3d577-2f35-48a0-8293-e343f1c63e15,SAI SHRUSTI RESIDENCY GODADARA,"[72.882177, 21.168679]",Point
4428,7ec3d577-2f35-48a0-8293-e343f1c63e15,MAN SAROVAR SOCIETY,"[72.883295, 21.167214]",Point
4429,7ec3d577-2f35-48a0-8293-e343f1c63e15,ARVIND NAGAR,"[72.883863, 21.163515]",Point
4430,7ec3d577-2f35-48a0-8293-e343f1c63e15,SHYAM DHAM SOCIETY GODADARA,"[72.881834, 21.160504]",Point
4432,7ec3d577-2f35-48a0-8293-e343f1c63e15,SAI DARSHAN SOCIETY GODADARA,"[72.876268, 21.161222]",Point
4433,7ec3d577-2f35-48a0-8293-e343f1c63e15,SAMRAT INDUSTRIES 1 GODADARA,"[72.873253, 21.161544]",Point
4434,7ec3d577-2f35-48a0-8293-e343f1c63e15,GODADARA GAM,"[72.874918, 21.166704]",Point
4435,7ec3d577-2f35-48a0-8293-e343f1c63e15,GODADARA SCHOOL,"[72.873138, 21.167451]",Point
4439,7ec3d577-2f35-48a0-8293-e343f1c63e15,SHIVALIK SQUARE,"[72.873202, 21.158654]",Point
4440,7ec3d577-2f35-48a0-8293-e343f1c63e15,GHARDI MATA MANDIR,"[72.873219, 21.155522]",Point
4441,7ec3d577-2f35-48a0-8293-e343f1c63e15,MARK POINT DINDOLI,"[72.872382, 21.1501]",Point
4442,7ec3d577-2f35-48a0-8293-e343f1c63e15,SHREENATH RESIDENCY,"[72.873279, 21.14592]",Point
4446,7ec3d577-2f35-48a0-8293-e343f1c63e15,DINDOLI GAM,"[72.8714, 21.1525]",Point
4447,7ec3d577-2f35-48a0-8293-e343f1c63e15,JITESH PARK SOCIETY,"[72.874146, 21.149789]",Point
4448,7ec3d577-2f35-48a0-8293-e343f1c63e15,MILLENIUM PARK,"[72.877039, 21.146779]",Point
4449,7ec3d577-2f35-48a0-8293-e343f1c63e15,VRUKSHLAXMI SOCIETY,"[72.882566, 21.142013]",Point
4450,7ec3d577-2f35-48a0-8293-e343f1c63e15,SUNRISE VIDYALAY DINDOLI,"[72.878728, 21.158775]",Point
4501,7ec3d577-2f35-48a0-8293-e343f1c63e15,BHESTAN RAILWAY STATION,"[72.861866, 21.122837]",Point
4504,7ec3d577-2f35-48a0-8293-e343f1c63e15,SHRI KAILAS MANAS SCHOOL,"[72.838819, 21.117872]",Point
4505,7ec3d577-2f35-48a0-8293-e343f1c63e15,JIAV GAAM,"[72.834646, 21.116989]",Point
4506,7ec3d577-2f35-48a0-8293-e343f1c63e15,BHESTAN JIAV ROAD,"[72.825488, 21.11493]",Point
4512,7ec3d577-2f35-48a0-8293-e343f1c63e15,PANDESARA,"[72.8276, 21.1474]",Point
4513,7ec3d577-2f35-48a0-8293-e343f1c63e15,PANDESARA INDUSTRIAL ESTATE,"[72.827531, 21.145005]",Point
4514,7ec3d577-2f35-48a0-8293-e343f1c63e15,BAMROLI KHADI,"[72.828083, 21.142547]",Point
4515,7ec3d577-2f35-48a0-8293-e343f1c63e15,JAY JALARAM INDUSTRIAL SOCIETY,"[72.827943, 21.140039]",Point
4516,7ec3d577-2f35-48a0-8293-e343f1c63e15,BAMROLI,"[72.8263, 21.1392]",Point
4517,7ec3d577-2f35-48a0-8293-e343f1c63e15,OM COMPLEX,"[72.827437, 21.135127]",Point
4518,7ec3d577-2f35-48a0-8293-e343f1c63e15,JAGDAMBA ESTATE,"[72.8279, 21.1322]",Point
4519,7ec3d577-2f35-48a0-8293-e343f1c63e15,UMIYA NAGAR INDUSTRIAL ESTATE,"[72.828135, 21.129895]",Point
4520,7ec3d577-2f35-48a0-8293-e343f1c63e15,VADOD GAM,"[72.83197, 21.127971]",Point
4521,7ec3d577-2f35-48a0-8293-e343f1c63e15,GANESHNAGAR,"[72.835996, 21.126971]",Point
4522,7ec3d577-2f35-48a0-8293-e343f1c63e15,G.N. PANDYA COLLEGE,"[72.840678, 21.126644]",Point
4523,7ec3d577-2f35-48a0-8293-e343f1c63e15,PRIYANKA TOWNSHIP,"[72.842332, 21.126247]",Point
4524,7ec3d577-2f35-48a0-8293-e343f1c63e15,PRIYANKA GREEN PARK SOCIETY,"[72.841929, 21.123502]",Point
4525,7ec3d577-2f35-48a0-8293-e343f1c63e15,PRIYANKA GOLD SOCIETY,"[72.8424, 21.1208]",Point
4526,7ec3d577-2f35-48a0-8293-e343f1c63e15,D.I.E.T.,"[72.8456, 21.1198]",Point
4527,7ec3d577-2f35-48a0-8293-e343f1c63e15,SWAPNA SRUSTI RESIDENCY,"[72.847477, 21.119414]",Point
4528,7ec3d577-2f35-48a0-8293-e343f1c63e15,RESHMA NAGAR,"[72.8482, 21.1165]",Point
4529,7ec3d577-2f35-48a0-8293-e343f1c63e15,UNN GAM,"[72.852204, 21.116621]",Point
4530,7ec3d577-2f35-48a0-8293-e343f1c63e15,MAULANA AZAD ENGLISH SCHOOL,"[72.8559, 21.1168]",Point
4531,7ec3d577-2f35-48a0-8293-e343f1c63e15,SOMESHWAR NAGAR 1,"[72.845971, 21.122466]",Point
4532,7ec3d577-2f35-48a0-8293-e343f1c63e15,BHAGIRATH APARTMENT,"[72.833896, 21.148651]",Point
4533,7ec3d577-2f35-48a0-8293-e343f1c63e15,KV HAGRENAD ROAD,"[72.834568, 21.144999]",Point
4534,7ec3d577-2f35-48a0-8293-e343f1c63e15,BHESTAN GARDEN,"[72.85241, 21.126071]",Point
4537,7ec3d577-2f35-48a0-8293-e343f1c63e15,UNN,"[72.8568, 21.12424]",Point
4538,7ec3d577-2f35-48a0-8293-e343f1c63e15,BHESTAN EWS HOUSING,"[72.87126, 21.128973]",Point
4539,7ec3d577-2f35-48a0-8293-e343f1c63e15,PANDESARA INDUSTRIES ESTATE,"[72.847995, 21.144149]",Point
4540,7ec3d577-2f35-48a0-8293-e343f1c63e15,ALFA WAY BRIDGE CHOKDI,"[72.845889, 21.143005]",Point
4541,7ec3d577-2f35-48a0-8293-e343f1c63e15,COLOURTEX,"[72.840026, 21.141538]",Point
4542,7ec3d577-2f35-48a0-8293-e343f1c63e15,VITRAG CHEMICAL,"[72.837411, 21.141539]",Point
4543,7ec3d577-2f35-48a0-8293-e343f1c63e15,G-TEX PRINTS,"[72.834411, 21.142485]",Point
4544,7ec3d577-2f35-48a0-8293-e343f1c63e15,BHAGYALAXMI PRINTS,"[72.834147, 21.13724]",Point
4545,7ec3d577-2f35-48a0-8293-e343f1c63e15,MAAKRUPA CHEMICAL INDUSTRIES GANESHNAGAR,"[72.834175, 21.133011]",Point
4546,7ec3d577-2f35-48a0-8293-e343f1c63e15,SMC COMMUNITY HALL PANDESARA,"[72.831684, 21.147765]",Point
4549,7ec3d577-2f35-48a0-8293-e343f1c63e15,BHESTAN CITY BUS DEPOT,"[72.853837, 21.126656]",Point
4601,7ec3d577-2f35-48a0-8293-e343f1c63e15,MANIBA PARTY PLOT VIP ROAD,"[72.786837, 21.142299]",Point
4547,7ec3d577-2f35-48a0-8293-e343f1c63e15,VADOD GAAM,"[72.833725, 21.130654]",Point
4548,7ec3d577-2f35-48a0-8293-e343f1c63e15,GANESH NAGAR PANDESARA,"[72.840854, 21.130427]",Point
4605,7ec3d577-2f35-48a0-8293-e343f1c63e15,JAGANNATHPURI TEMPLE,"[72.797097, 21.133191]",Point
4606,7ec3d577-2f35-48a0-8293-e343f1c63e15,GOVINDAJI SPORT COMPLEX,"[72.798781, 21.136273]",Point
4607,7ec3d577-2f35-48a0-8293-e343f1c63e15,AAKASH AVENUE,"[72.800068, 21.138406]",Point
4649,7ec3d577-2f35-48a0-8293-e343f1c63e15,ALTHAN WATER WORKS JUNCTION,"[72.805913, 21.146854]",Point
4650,7ec3d577-2f35-48a0-8293-e343f1c63e15,MEGNUS ALPINE ALTHAN CANAL ROAD,"[72.804069, 21.142763]",Point
4651,7ec3d577-2f35-48a0-8293-e343f1c63e15,ASHIRWAD ENCLAVE ALTHAN CANAL ROAD,"[72.802847, 21.140083]",Point
4652,7ec3d577-2f35-48a0-8293-e343f1c63e15,BHAGWAN MAHAVIR COLLEGE,"[72.794478, 21.13946]",Point
4653,7ec3d577-2f35-48a0-8293-e343f1c63e15,MAHILA I.T.I,"[72.795742, 21.130461]",Point
4654,7ec3d577-2f35-48a0-8293-e343f1c63e15,SARSANA GAM,"[72.79271, 21.124453]",Point
4656,7ec3d577-2f35-48a0-8293-e343f1c63e15,E.SPACE BHARTHANA VIP ROAD,"[72.794792, 21.143619]",Point
4657,7ec3d577-2f35-48a0-8293-e343f1c63e15,OFFIRA SHOPPING VIP ROAD,"[72.790598, 21.142923]",Point
4658,7ec3d577-2f35-48a0-8293-e343f1c63e15,CANAL JUNCTION VIP ROAD,"[72.782626, 21.141589]",Point
4659,7ec3d577-2f35-48a0-8293-e343f1c63e15,BALAJI FARM VIP ROAD,"[72.778601, 21.140891]",Point
4660,7ec3d577-2f35-48a0-8293-e343f1c63e15,RATNA JYOTI TOWER VIP ROAD,"[72.774669, 21.140209]",Point
4661,7ec3d577-2f35-48a0-8293-e343f1c63e15,SHRI SARJAN PALACE VIP ROAD,"[72.7696, 21.139336]",Point
4662,7ec3d577-2f35-48a0-8293-e343f1c63e15,VASTUGRAM VIP ROAD,"[72.766201, 21.138572]",Point
4663,7ec3d577-2f35-48a0-8293-e343f1c63e15,NANDINI FLAT VIP ROAD,"[72.76281, 21.137809]",Point
4664,7ec3d577-2f35-48a0-8293-e343f1c63e15,GAIL INDIA LTD VIP ROAD,"[72.758699, 21.136884]",Point
4671,7ec3d577-2f35-48a0-8293-e343f1c63e15,BHARTI MAIYA SCHOOL,"[72.771676, 21.155172]",Point
4672,7ec3d577-2f35-48a0-8293-e343f1c63e15,S.D PLANETS SCHOOL,"[72.771855, 21.152731]",Point
4673,7ec3d577-2f35-48a0-8293-e343f1c63e15,SNS SQUARE,"[72.768291, 21.148403]",Point
4674,7ec3d577-2f35-48a0-8293-e343f1c63e15,JOLLY RESIDENCY,"[72.768399, 21.146239]",Point
4675,7ec3d577-2f35-48a0-8293-e343f1c63e15,SOMESHWARA ENCLAVE VESU ABHVA ROAD,"[72.773266, 21.143403]",Point
4676,7ec3d577-2f35-48a0-8293-e343f1c63e15,RATNA JYOTI TOWER VESU ABHVA ROAD,"[72.77344, 21.141276]",Point
4677,7ec3d577-2f35-48a0-8293-e343f1c63e15,AGAM SHOPPING VESU ABHVA ROAD,"[72.773563, 21.135826]",Point
4678,7ec3d577-2f35-48a0-8293-e343f1c63e15,NALANDA SCHOOL VESU ABHVA ROAD,"[72.773101, 21.127891]",Point
4679,7ec3d577-2f35-48a0-8293-e343f1c63e15,VATSALYA BUNGALOWS,"[72.779139, 21.15273]",Point
4680,7ec3d577-2f35-48a0-8293-e343f1c63e15,SURAJ MANDAL JAIN TEMPLE,"[72.778508, 21.148862]",Point
4681,7ec3d577-2f35-48a0-8293-e343f1c63e15,SDJ SCHOOL VESU,"[72.779108, 21.14523]",Point
4682,7ec3d577-2f35-48a0-8293-e343f1c63e15,VESU GAAM,"[72.777551, 21.142237]",Point
4683,7ec3d577-2f35-48a0-8293-e343f1c63e15,SMC NIGHT FOOD BAZAAR,"[72.779607, 21.16338]",Point
4684,7ec3d577-2f35-48a0-8293-e343f1c63e15,BHAGYALAXMI SOCIETY,"[72.778523, 21.160057]",Point
4686,7ec3d577-2f35-48a0-8293-e343f1c63e15,PIPLOD MAIN ROAD,"[72.779237, 21.154322]",Point
4685,7ec3d577-2f35-48a0-8293-e343f1c63e15,SARASWATI NAGAR,"[72.778602, 21.157016]",Point
4705,7ec3d577-2f35-48a0-8293-e343f1c63e15,VARIYAV JAKATNAKA,"[72.796602, 21.254149]",Point
4706,7ec3d577-2f35-48a0-8293-e343f1c63e15,CJ PATEL COLLEGE,"[72.79883, 21.255231]",Point
4703,7ec3d577-2f35-48a0-8293-e343f1c63e15,PISAD PUMPING STATION,"[72.790128, 21.234025]",Point
4704,7ec3d577-2f35-48a0-8293-e343f1c63e15,ISKCON CIRCLE,"[72.789213, 21.236964]",Point
4707,7ec3d577-2f35-48a0-8293-e343f1c63e15,GWSSB VARIAV,"[72.808082, 21.256807]",Point
4709,7ec3d577-2f35-48a0-8293-e343f1c63e15,VARIAV GAAM,"[72.817796, 21.259901]",Point
4710,7ec3d577-2f35-48a0-8293-e343f1c63e15,LOTUS CRICKET ACADEMY,"[72.767493, 21.219067]",Point
4715,7ec3d577-2f35-48a0-8293-e343f1c63e15,RAJ HARMONY,"[72.77797, 21.221452]",Point
4716,7ec3d577-2f35-48a0-8293-e343f1c63e15,ANAND VILLA,"[72.774146, 21.220878]",Point
4717,7ec3d577-2f35-48a0-8293-e343f1c63e15,SOUTH GUJARAT MEDICAL COLLEGE,"[72.770295, 21.220117]",Point
4773,7ec3d577-2f35-48a0-8293-e343f1c63e15,SAITIRTH,"[72.774339, 21.207687]",Point
4774,7ec3d577-2f35-48a0-8293-e343f1c63e15,PALANPUR SHALA,"[72.772898, 21.206121]",Point
4775,7ec3d577-2f35-48a0-8293-e343f1c63e15,PALANPUR GAM,"[72.770231, 21.205203]",Point
4776,7ec3d577-2f35-48a0-8293-e343f1c63e15,PALANPUR GAM TALAV,"[72.767333, 21.204532]",Point
4786,7ec3d577-2f35-48a0-8293-e343f1c63e15,GALAXY CIRCLE,"[72.778736, 21.190166]",Point
4787,7ec3d577-2f35-48a0-8293-e343f1c63e15,GALAXY ENCLAVE,"[72.774949, 21.190046]",Point
4788,7ec3d577-2f35-48a0-8293-e343f1c63e15,NANDANVAN ROW HOUSE,"[72.787232, 21.242444]",Point
4789,7ec3d577-2f35-48a0-8293-e343f1c63e15,PATEL NAGAR SOCIETY,"[72.78585, 21.246089]",Point
4790,7ec3d577-2f35-48a0-8293-e343f1c63e15,VIVEKANAND COLLEGE,"[72.784978, 21.248605]",Point
4791,7ec3d577-2f35-48a0-8293-e343f1c63e15,ISCON MANDIR,"[72.790562, 21.240338]",Point
4792,7ec3d577-2f35-48a0-8293-e343f1c63e15,KURUKSHETRA/RAMMADHI,"[72.791464, 21.242464]",Point
4793,7ec3d577-2f35-48a0-8293-e343f1c63e15,ASHARAM BAPU ASHRAM,"[72.794158, 21.248898]",Point
4794,7ec3d577-2f35-48a0-8293-e343f1c63e15,VARIAV GAAM APPROACH,"[72.817535, 21.263417]",Point
4795,7ec3d577-2f35-48a0-8293-e343f1c63e15,NAVAPARA VARIAV,"[72.824198, 21.264939]",Point
4796,7ec3d577-2f35-48a0-8293-e343f1c63e15,RADHIKA POINT,"[72.830632, 21.260988]",Point
