route_id,routeStopSequence,id,location.coordinates,location.type
202U,"['1106', '1107', '1108', '1109', '1110', '1111', '1137', '20', '2016', '2017', '2201', '2202', '2203', '2204', '2205', '2206', '2207', '2208', '2224', '2225', '4227', '4228', '4229', '4230', '4231', '4232']",92260131-dfe7-4a41-b286-83b6156d5f2f,"[[72.81759, 21.19343], [72.81778, 21.19363], [72.81806, 21.19396], [72.81841, 21.19444], [72.81846, 21.19452], [72.81853, 21.19463], [72.81857, 21.19474], [72.81861, 21.19487], [72.81868, 21.19513], [72.81863, 21.19521], [72.81862, 21.19524], [72.81862, 21.19526], [72.81862, 21.1953], [72.81863, 21.19535], [72.81864, 21.19539], [72.81866, 21.1954], [72.81875, 21.19546], [72.81877, 21.19546], [72.81889, 21.19552], [72.81894, 21.19555], [72.81897, 21.19556], [72.81899, 21.19556], [72.81901, 21.19556], [72.81917, 21.196], [72.81922, 21.19614], [72.81926, 21.19631], [72.81933, 21.19676], [72.81934, 21.19687], [72.81937, 21.19708], [72.81944, 21.19762], [72.81945, 21.19771], [72.81949, 21.19777], [72.81957, 21.19818], [72.81979, 21.19839], [72.82002, 21.19865], [72.82011, 21.19877], [72.82019, 21.19888], [72.82026, 21.199], [72.82033, 21.19915], [72.82038, 21.19931], [72.82048, 21.19955], [72.82055, 21.19971], [72.82057, 21.19975], [72.82062, 21.19985], [72.82066, 21.19992], [72.82068, 21.19997], [72.82071, 21.20004], [72.82075, 21.20015], [72.82076, 21.2002], [72.82079, 21.2003], [72.82085, 21.20049], [72.82094, 21.20071], [72.82095, 21.20074], [72.82097, 21.2008], [72.82115, 21.20121], [72.82122, 21.2014], [72.82129, 21.20159], [72.82131, 21.20168], [72.82133, 21.20175], [72.82136, 21.20185], [72.82144, 21.20194], [72.82147, 21.20198], [72.82152, 21.20202], [72.82188, 21.20231], [72.82199, 21.20252], [72.82224, 21.20279], [72.82225, 21.20279], [72.82238, 21.20292], [72.82252, 21.20304], [72.82254, 21.20306], [72.8226, 21.20311], [72.82267, 21.20318], [72.82273, 21.20324], [72.82277, 21.20328], [72.82281, 21.20333], [72.8229, 21.20345], [72.82307, 21.20375], [72.82322, 21.20398], [72.82328, 21.20407], [72.8234, 21.20428], [72.82357, 21.20463], [72.82372, 21.20492], [72.8238, 21.20507], [72.8239, 21.20521], [72.82391, 21.20523], [72.82393, 21.20528], [72.82402, 21.20553], [72.82406, 21.20565], [72.82412, 21.20585], [72.82422, 21.20617], [72.8243, 21.20646], [72.82433, 21.20659], [72.82437, 21.20672], [72.82439, 21.20677], [72.82458, 21.20728], [72.82461, 21.2074], [72.82463, 21.20768], [72.82464, 21.20777], [72.82462, 21.20807], [72.82459, 21.20865], [72.82457, 21.2087], [72.82456, 21.20874], [72.82456, 21.2088], [72.82454, 21.20885], [72.82451, 21.20894], [72.82445, 21.20904], [72.82429, 21.20924], [72.8242, 21.2094], [72.8239, 21.2098], [72.82364, 21.21019], [72.82357, 21.21029], [72.82339, 21.21062], [72.82318, 21.21102], [72.82312, 21.21111], [72.82311, 21.21112], [72.823, 21.21124], [72.823, 21.21125], [72.82284, 21.21151], [72.82275, 21.21163], [72.82259, 21.21186], [72.82255, 21.21196], [72.82252, 21.21204], [72.8225, 21.2121], [72.82249, 21.21213], [72.82248, 21.21224], [72.82231, 21.21362], [72.82231, 21.21379], [72.82231, 21.21428], [72.82232, 21.21457], [72.82234, 21.21468], [72.82236, 21.21476], [72.82239, 21.21484], [72.82254, 21.2151], [72.82261, 21.21524], [72.82262, 21.21531], [72.82263, 21.21535], [72.82262, 21.21549], [72.82262, 21.2156], [72.8226, 21.21567], [72.82251, 21.2162], [72.82245, 21.21648], [72.82243, 21.21665], [72.82236, 21.21698], [72.82217, 21.21801], [72.82207, 21.21851], [72.82195, 21.2192], [72.82192, 21.2194], [72.82189, 21.2196], [72.82166, 21.2207], [72.82159, 21.22113], [72.82155, 21.2214], [72.8215, 21.22172], [72.82147, 21.22203], [72.82144, 21.2222], [72.82143, 21.22238], [72.82139, 21.2228], [72.82138, 21.2233], [72.82138, 21.22361], [72.82139, 21.22388], [72.8214, 21.22391], [72.8214, 21.22392], [72.82139, 21.22392], [72.82139, 21.22393], [72.82139, 21.22394], [72.82139, 21.22395], [72.82139, 21.22396], [72.82139, 21.22397], [72.82139, 21.22398], [72.8214, 21.22399], [72.8214, 21.224], [72.82141, 21.224], [72.82141, 21.22401], [72.8214, 21.22402], [72.82139, 21.22403], [72.82139, 21.22404], [72.82139, 21.22406], [72.8214, 21.22422], [72.82142, 21.22464], [72.82141, 21.22464], [72.82138, 21.22464], [72.82136, 21.22465], [72.82133, 21.22466], [72.82131, 21.22468], [72.82129, 21.2247], [72.82129, 21.22471], [72.82128, 21.22473], [72.82128, 21.22475], [72.82128, 21.22478], [72.82129, 21.2248], [72.8213, 21.22481], [72.8213, 21.22482], [72.82131, 21.22482], [72.82131, 21.22483], [72.82132, 21.22483], [72.82132, 21.22484], [72.82133, 21.22484], [72.82134, 21.22485], [72.82135, 21.22485], [72.82138, 21.22579], [72.82142, 21.22636], [72.82142, 21.22644], [72.82147, 21.22719], [72.82149, 21.2275], [72.82151, 21.22776], [72.82153, 21.22806], [72.82155, 21.22832], [72.82156, 21.22849], [72.82159, 21.22892], [72.8216, 21.22907], [72.82161, 21.22916], [72.82166, 21.22978], [72.82166, 21.23025], [72.82165, 21.23041], [72.82164, 21.23041], [72.82161, 21.23043], [72.82159, 21.23045], [72.82156, 21.23048], [72.82155, 21.23051], [72.82154, 21.23054], [72.82154, 21.23055], [72.82154, 21.23056], [72.82154, 21.23057], [72.82154, 21.23058], [72.82154, 21.23059], [72.82154, 21.2306], [72.82154, 21.23061], [72.82154, 21.23062], [72.82155, 21.23063], [72.82155, 21.23064], [72.82155, 21.23065], [72.82156, 21.23065], [72.82156, 21.23066], [72.82157, 21.23066], [72.82158, 21.23066], [72.8216, 21.23068], [72.82162, 21.23068], [72.82165, 21.23068], [72.82168, 21.23068], [72.82169, 21.23067], [72.82171, 21.23066], [72.82172, 21.23066], [72.82174, 21.23065], [72.82175, 21.23064], [72.82176, 21.23062], [72.82177, 21.23061], [72.82178, 21.2306], [72.82245, 21.23054], [72.82279, 21.2305], [72.82299, 21.23048], [72.82403, 21.23034], [72.82417, 21.23032], [72.8245, 21.23026], [72.8246, 21.23024], [72.82468, 21.23022], [72.82482, 21.23017], [72.82511, 21.23008], [72.82542, 21.23], [72.82564, 21.22997], [72.82575, 21.22996], [72.82599, 21.22994], [72.8261, 21.22992], [72.82628, 21.22993], [72.82696, 21.2299], [72.82705, 21.2299], [72.82741, 21.22992], [72.82774, 21.22995], [72.82815, 21.23001], [72.82844, 21.23007], [72.82877, 21.23015], [72.82882, 21.23016], [72.8289, 21.23019], [72.8295, 21.23033], [72.8295, 21.23035], [72.8295, 21.23038], [72.82944, 21.23046], [72.82937, 21.23064], [72.82935, 21.23069], [72.82924, 21.23097], [72.82899, 21.23149], [72.82885, 21.23177], [72.82872, 21.23206], [72.8286, 21.23234], [72.82848, 21.23265], [72.82832, 21.23304], [72.82824, 21.23328], [72.82815, 21.23347], [72.82812, 21.23354], [72.82804, 21.2337], [72.82798, 21.23385], [72.82796, 21.23389], [72.82787, 21.23413], [72.82785, 21.23417], [72.82772, 21.23437], [72.82766, 21.23448], [72.8276, 21.23456], [72.82751, 21.23464], [72.82742, 21.23471], [72.82726, 21.23486], [72.8272, 21.23492], [72.82707, 21.23504], [72.82696, 21.23518], [72.82684, 21.23522], [72.82661, 21.2353], [72.82652, 21.23533], [72.82649, 21.23545], [72.82643, 21.2356], [72.82639, 21.23568], [72.82623, 21.23593], [72.82609, 21.23612], [72.82593, 21.23638], [72.82582, 21.23653], [72.82574, 21.23664], [72.82565, 21.2368], [72.82558, 21.2369], [72.82556, 21.23696], [72.82552, 21.23703], [72.82545, 21.23715], [72.82534, 21.23738], [72.82519, 21.23767], [72.8251, 21.23791], [72.82508, 21.23796], [72.82489, 21.23858], [72.82473, 21.23919], [72.82459, 21.23965], [72.82453, 21.23982], [72.82466, 21.23986], [72.8254, 21.24002], [72.82605, 21.24017], [72.82628, 21.24022], [72.82632, 21.24023], [72.82651, 21.24027], [72.8266, 21.24029], [72.82673, 21.24032], [72.82701, 21.24038], [72.82736, 21.24046], [72.82776, 21.24052], [72.82804, 21.24053], [72.8283, 21.24057], [72.82885, 21.24064], [72.82938, 21.24069], [72.83104, 21.24087], [72.83108, 21.24087], [72.83117, 21.2409], [72.83123, 21.24068], [72.83131, 21.24036], [72.83148, 21.23974], [72.83178, 21.23839], [72.83182, 21.23825], [72.83194, 21.23774], [72.83199, 21.23752], [72.83218, 21.23694], [72.83219, 21.23695], [72.8322, 21.23695], [72.83221, 21.23695], [72.83222, 21.23695], [72.83223, 21.23695], [72.83224, 21.23695], [72.83224, 21.23694], [72.83225, 21.23694], [72.83226, 21.23694], [72.83227, 21.23694], [72.83228, 21.23693], [72.83229, 21.23692], [72.8323, 21.23692], [72.8323, 21.23691], [72.83231, 21.2369], [72.83231, 21.23689], [72.83232, 21.23689], [72.83232, 21.23688], [72.83233, 21.23687], [72.83233, 21.23686], [72.83233, 21.23685], [72.83233, 21.23684], [72.83233, 21.23683], [72.83233, 21.23682], [72.83233, 21.23681], [72.83232, 21.2368], [72.83232, 21.23679], [72.83231, 21.23678], [72.83231, 21.23677], [72.8323, 21.23677], [72.8323, 21.23676], [72.83229, 21.23676], [72.83228, 21.23675], [72.83227, 21.23674], [72.83226, 21.23674], [72.83225, 21.23673], [72.83224, 21.23673], [72.83223, 21.23673], [72.83222, 21.23673], [72.83221, 21.23673], [72.8322, 21.23673], [72.83219, 21.23673], [72.83218, 21.23673], [72.83218, 21.23674], [72.83217, 21.23674], [72.83216, 21.23674], [72.83216, 21.23675], [72.83215, 21.23675], [72.83214, 21.23675], [72.83214, 21.23676], [72.83213, 21.23676], [72.83213, 21.23677], [72.83212, 21.23677], [72.83212, 21.23678], [72.83211, 21.23679], [72.8318, 21.2367], [72.83161, 21.23665], [72.83149, 21.23663], [72.83119, 21.23658], [72.83087, 21.23655], [72.83077, 21.23654], [72.83059, 21.23649], [72.83039, 21.23643], [72.82984, 21.23633], [72.8293, 21.23625], [72.82892, 21.23618], [72.82861, 21.23613], [72.82824, 21.23604], [72.827993, 21.235994]]",LineString
204D,"['1005', '1006', '1007', '1008', '1010', '1123', '1124', '1133', '1134', '1135', '1136', '20', '2036', '2037', '2073', '2401', '2402', '2403', '2413', '2414', '2415', '2416', '2417', '2421', '4401', '4402', '4403', '4404', '4405', '4423', '4424', '4425', '4426', '4427']",92260131-dfe7-4a41-b286-83b6156d5f2f,"[[72.871334, 21.175145], [72.873656, 21.175234], [72.876045, 21.175238], [72.87719, 21.175226], [72.878292, 21.175212], [72.879295, 21.175165], [72.880223, 21.175162], [72.880852, 21.175173], [72.881108, 21.175161], [72.881532, 21.1753], [72.882057, 21.175567], [72.882206, 21.175373], [72.881862, 21.175169], [72.881363, 21.175001], [72.880773, 21.174895], [72.880322, 21.174945], [72.880238, 21.173916], [72.880244, 21.173037], [72.880293, 21.172253], [72.882322, 21.172381], [72.882344, 21.171633], [72.882594, 21.170155], [72.882818, 21.169409], [72.88293, 21.168908], [72.882195, 21.168693], [72.881281, 21.168831], [72.880882, 21.168785], [72.879968, 21.168678], [72.879144, 21.168588], [72.87808, 21.168432], [72.877514, 21.168386], [72.877499, 21.16852], [72.877474, 21.169054], [72.877435, 21.169628], [72.877407, 21.170322], [72.877306, 21.171128], [72.877202, 21.172008], [72.876382, 21.171956], [72.875434, 21.171818], [72.874617, 21.171731], [72.873592, 21.171611], [72.872438, 21.171427], [72.871784, 21.171364], [72.871369, 21.171274], [72.871337, 21.171505], [72.871299, 21.171871], [72.871241, 21.172361], [72.871209, 21.1728], [72.871173, 21.173103], [72.871129, 21.173486], [72.871071, 21.173992], [72.871038, 21.174361], [72.871024, 21.174588], [72.871003, 21.174876], [72.871, 21.17505], [72.8707, 21.17506], [72.87056, 21.17505], [72.87031, 21.17504], [72.87012, 21.17504], [72.86982, 21.17503], [72.86959, 21.17504], [72.86934, 21.17503], [72.86909, 21.17504], [72.86882, 21.17505], [72.86874, 21.17505], [72.86873, 21.17511], [72.8687, 21.17524], [72.86865, 21.17543], [72.86856, 21.17566], [72.86849, 21.17582], [72.86838, 21.17601], [72.86829, 21.1762], [72.86822, 21.17645], [72.86818, 21.17679], [72.86814, 21.17703], [72.86813, 21.17709], [72.86806, 21.17762], [72.86802, 21.17789], [72.86797, 21.17817], [72.86795, 21.17824], [72.86793, 21.17835], [72.8679, 21.17849], [72.86787, 21.1786], [72.86776, 21.17903], [72.86774, 21.17906], [72.86768, 21.1791], [72.86764, 21.17911], [72.86756, 21.17912], [72.86741, 21.17912], [72.86737, 21.17922], [72.86735, 21.17929], [72.86731, 21.17952], [72.86729, 21.1796], [72.86728, 21.17963], [72.86727, 21.17972], [72.86725, 21.1798], [72.86724, 21.17983], [72.8672, 21.17994], [72.86719, 21.17995], [72.86713, 21.18006], [72.86707, 21.18014], [72.86703, 21.1802], [72.86696, 21.1803], [72.8669, 21.18037], [72.86682, 21.18048], [72.8668, 21.1805], [72.86681, 21.18062], [72.86675, 21.18075], [72.86665, 21.18092], [72.86643, 21.18121], [72.86637, 21.18128], [72.8659, 21.18192], [72.86568, 21.1822], [72.865, 21.18301], [72.86454, 21.18353], [72.86439, 21.18369], [72.86421, 21.18388], [72.86419, 21.18391], [72.86418, 21.18394], [72.86416, 21.184], [72.86415, 21.18413], [72.86415, 21.18418], [72.86415, 21.18426], [72.86417, 21.18446], [72.86417, 21.18454], [72.86419, 21.18467], [72.86421, 21.18493], [72.86426, 21.18519], [72.86428, 21.18539], [72.86429, 21.18547], [72.86434, 21.18575], [72.86439, 21.186], [72.86444, 21.18627], [72.86418, 21.18623], [72.86411, 21.18621], [72.86405, 21.18619], [72.86379, 21.18614], [72.86376, 21.18614], [72.86369, 21.18613], [72.86344, 21.18612], [72.86338, 21.1861], [72.86326, 21.18608], [72.86322, 21.18607], [72.86297, 21.18604], [72.86284, 21.18604], [72.86272, 21.18605], [72.86262, 21.18561], [72.86262, 21.18559], [72.86262, 21.18558], [72.86261, 21.18556], [72.86261, 21.18555], [72.8626, 21.18554], [72.86259, 21.18553], [72.86258, 21.18552], [72.86257, 21.18551], [72.86255, 21.1855], [72.86242, 21.18544], [72.86236, 21.18541], [72.8623, 21.18538], [72.86223, 21.18536], [72.86209, 21.18531], [72.86207, 21.1853], [72.86206, 21.18529], [72.86203, 21.18529], [72.86198, 21.18527], [72.86194, 21.18527], [72.86188, 21.18527], [72.86178, 21.18526], [72.86143, 21.18527], [72.86143, 21.18526], [72.86142, 21.18523], [72.86141, 21.18521], [72.8614, 21.1852], [72.86139, 21.18519], [72.86138, 21.18518], [72.86137, 21.18518], [72.86136, 21.18517], [72.86135, 21.18517], [72.86134, 21.18517], [72.86133, 21.18517], [72.86132, 21.18516], [72.86131, 21.18516], [72.8613, 21.18516], [72.86129, 21.18516], [72.86128, 21.18516], [72.86127, 21.18516], [72.86126, 21.18517], [72.86125, 21.18517], [72.86124, 21.18517], [72.86123, 21.18517], [72.86122, 21.18518], [72.86121, 21.18518], [72.8612, 21.18519], [72.86119, 21.1852], [72.86118, 21.1852], [72.86118, 21.18521], [72.86117, 21.18521], [72.86117, 21.18522], [72.86116, 21.18522], [72.86116, 21.18523], [72.86115, 21.18524], [72.86115, 21.18525], [72.86115, 21.18526], [72.86114, 21.18526], [72.86114, 21.18527], [72.86114, 21.18528], [72.86114, 21.18529], [72.86114, 21.1853], [72.86114, 21.18531], [72.86114, 21.18532], [72.86115, 21.18533], [72.86115, 21.18534], [72.86116, 21.18535], [72.86116, 21.18536], [72.86117, 21.18537], [72.86117, 21.18548], [72.86118, 21.18552], [72.8612, 21.18563], [72.86119, 21.18566], [72.86117, 21.18589], [72.86113, 21.18615], [72.86108, 21.18642], [72.86103, 21.18668], [72.86099, 21.18687], [72.86093, 21.18717], [72.86088, 21.18746], [72.86088, 21.18747], [72.86078, 21.18799], [72.86067, 21.18862], [72.86067, 21.18864], [72.86067, 21.18865], [72.86067, 21.18866], [72.86067, 21.18867], [72.86068, 21.18869], [72.86068, 21.18871], [72.86071, 21.18879], [72.8607, 21.18879], [72.86069, 21.18879], [72.86068, 21.1888], [72.86067, 21.1888], [72.86066, 21.1888], [72.86059, 21.1887], [72.86055, 21.18867], [72.8605, 21.18863], [72.86033, 21.18851], [72.85961, 21.18799], [72.85897, 21.18757], [72.8577, 21.18675], [72.85757, 21.18668], [72.8575, 21.18664], [72.85734, 21.18657], [72.85681, 21.1864], [72.85639, 21.18626], [72.85598, 21.18612], [72.8555, 21.18597], [72.85445, 21.18568], [72.85436, 21.18559], [72.85435, 21.18558], [72.85432, 21.18556], [72.85309, 21.18517], [72.85252, 21.18496], [72.85206, 21.18479], [72.85182, 21.1847], [72.85175, 21.18467], [72.85171, 21.18465], [72.85168, 21.18463], [72.85164, 21.18459], [72.85159, 21.1845], [72.85157, 21.18444], [72.85144, 21.18448], [72.85125, 21.18453], [72.85107, 21.18459], [72.85087, 21.18465], [72.85068, 21.1847], [72.85057, 21.18474], [72.85003, 21.18493], [72.84965, 21.18506], [72.84883, 21.18533], [72.84856, 21.18543], [72.84808, 21.18559], [72.84782, 21.18569], [72.84743, 21.18594], [72.84738, 21.18595], [72.84734, 21.18595], [72.84724, 21.18594], [72.84719, 21.18593], [72.84713, 21.18593], [72.84708, 21.18594], [72.847, 21.18597], [72.84693, 21.18601], [72.84686, 21.18606], [72.84671, 21.18612], [72.84548, 21.18657], [72.8449, 21.18677], [72.84359, 21.18723], [72.84336, 21.1873], [72.84313, 21.18733], [72.84299, 21.18733], [72.84209, 21.18734], [72.84203, 21.18735], [72.84196, 21.18735], [72.84187, 21.18737], [72.84173, 21.18742], [72.84129, 21.18757], [72.84081, 21.18775], [72.84018, 21.18798], [72.8401, 21.18787], [72.83986, 21.18753], [72.83949, 21.18699], [72.83943, 21.18692], [72.83936, 21.18684], [72.83926, 21.18675], [72.83918, 21.1867], [72.83911, 21.18666], [72.83896, 21.18659], [72.83825, 21.18632], [72.8374, 21.18599], [72.83733, 21.18596], [72.83725, 21.1859], [72.83715, 21.18584], [72.83701, 21.18572], [72.83692, 21.18566], [72.83674, 21.1855], [72.83635, 21.18519], [72.83551, 21.18449], [72.83515, 21.1842], [72.83505, 21.18413], [72.83497, 21.18407], [72.83487, 21.18402], [72.83476, 21.18399], [72.83471, 21.18398], [72.83464, 21.18398], [72.83457, 21.184], [72.83445, 21.18398], [72.83439, 21.18397], [72.83426, 21.18396], [72.83404, 21.18391], [72.83382, 21.18387], [72.83362, 21.18384], [72.83337, 21.1838], [72.83307, 21.18378], [72.83301, 21.18377], [72.83298, 21.18374], [72.83297, 21.18372], [72.83295, 21.1837], [72.83294, 21.18369], [72.83292, 21.18367], [72.83234, 21.1836], [72.83194, 21.18356], [72.83185, 21.18355], [72.83152, 21.18352], [72.8312, 21.18347], [72.83079, 21.1834], [72.83066, 21.18335], [72.8302, 21.18316], [72.82992, 21.183], [72.82969, 21.18288], [72.8292, 21.1826], [72.82897, 21.18247], [72.8285, 21.18221], [72.82846, 21.18219], [72.82837, 21.18214], [72.82819, 21.18205], [72.82746, 21.18162], [72.82736, 21.18158], [72.82693, 21.18137], [72.8268, 21.18131], [72.82661, 21.18126], [72.8263, 21.18117], [72.82591, 21.18105], [72.8259, 21.18105], [72.82565, 21.18099], [72.82536, 21.18094], [72.8253, 21.18093], [72.82476, 21.18088], [72.82429, 21.18082], [72.82422, 21.18081], [72.824, 21.18079], [72.82324, 21.18069], [72.82185, 21.18051], [72.82175, 21.18051], [72.82163, 21.18052], [72.82153, 21.18054], [72.82147, 21.18055], [72.82119, 21.18051], [72.82113, 21.18051], [72.82092, 21.18048], [72.82083, 21.18045], [72.82067, 21.1804], [72.82065, 21.18039], [72.82054, 21.18036], [72.82047, 21.18034], [72.82031, 21.18031], [72.82009, 21.18027], [72.81994, 21.18027], [72.81969, 21.18028], [72.8196, 21.18028], [72.81935, 21.18032], [72.81922, 21.18036], [72.81873, 21.18049], [72.81854, 21.18054], [72.81841, 21.18058], [72.81841, 21.18076], [72.8184, 21.18089], [72.81845, 21.18119], [72.81858, 21.18196], [72.81877, 21.18302], [72.81876, 21.18302], [72.81876, 21.18303], [72.81875, 21.18303], [72.81875, 21.18304], [72.81875, 21.18305], [72.81875, 21.18306], [72.81875, 21.18307], [72.81875, 21.18308], [72.81876, 21.18309], [72.81877, 21.1831], [72.81881, 21.18324], [72.81885, 21.18336], [72.81889, 21.18346], [72.81893, 21.18356], [72.81903, 21.18373], [72.81913, 21.18388], [72.81931, 21.18411], [72.81958, 21.18445], [72.81958, 21.18446], [72.81957, 21.18447], [72.81957, 21.18448], [72.81956, 21.18449], [72.81956, 21.1845], [72.81956, 21.18451], [72.81956, 21.18453], [72.81956, 21.18455], [72.81957, 21.18456], [72.81957, 21.18458], [72.81958, 21.18459], [72.81958, 21.18461], [72.81959, 21.18463], [72.8196, 21.18464], [72.81961, 21.18466], [72.81963, 21.18467], [72.81965, 21.18468], [72.81967, 21.18469], [72.8197, 21.18469], [72.81973, 21.1848], [72.81973, 21.18487], [72.81973, 21.18494], [72.81972, 21.18518], [72.81972, 21.18519], [72.81966, 21.18569], [72.8196, 21.18596], [72.81958, 21.18602], [72.81956, 21.18609], [72.81954, 21.18617], [72.81949, 21.18629], [72.81948, 21.18631], [72.81944, 21.18636], [72.81941, 21.18639], [72.81932, 21.18648], [72.81892, 21.18689], [72.8189, 21.18689], [72.81889, 21.18689], [72.81887, 21.18689], [72.81886, 21.18689], [72.81885, 21.1869], [72.81883, 21.1869], [72.81882, 21.18691], [72.81881, 21.18692], [72.81879, 21.18693], [72.81878, 21.18694], [72.81878, 21.18695], [72.81876, 21.18696], [72.81875, 21.18697], [72.81874, 21.18698], [72.81873, 21.18699], [72.81873, 21.187], [72.81872, 21.18701], [72.81871, 21.18702], [72.8187, 21.18703], [72.8187, 21.18704], [72.81869, 21.18706], [72.81869, 21.18707], [72.81869, 21.18709], [72.81869, 21.1871], [72.81869, 21.18712], [72.81869, 21.18713], [72.81869, 21.18714], [72.81869, 21.18718], [72.8187, 21.18722], [72.81871, 21.18724], [72.81872, 21.18725], [72.81873, 21.18726], [72.81875, 21.18727], [72.81876, 21.18728], [72.81877, 21.18729], [72.81879, 21.18729], [72.8188, 21.1873], [72.81882, 21.1873], [72.81884, 21.18731], [72.81913, 21.18763], [72.81914, 21.18766], [72.81915, 21.18769], [72.81914, 21.18772], [72.8186, 21.1886], [72.81831, 21.18905], [72.81784, 21.18999], [72.81781, 21.18998], [72.81777, 21.18998], [72.81773, 21.18998], [72.81772, 21.18998], [72.81771, 21.18998], [72.8177, 21.18999], [72.81769, 21.19], [72.81768, 21.19], [72.81768, 21.19001], [72.81767, 21.19001], [72.81767, 21.19002], [72.81766, 21.19002], [72.81766, 21.19003], [72.81766, 21.19004], [72.81765, 21.19005], [72.81765, 21.19006], [72.81765, 21.19007], [72.81765, 21.19008], [72.81765, 21.19009], [72.81765, 21.1901], [72.81756, 21.19021], [72.81748, 21.19033], [72.81743, 21.19045], [72.81742, 21.19049], [72.8174, 21.19059], [72.81721, 21.19118], [72.8172, 21.19121], [72.81697, 21.19189], [72.81693, 21.19189], [72.81689, 21.1919], [72.81685, 21.19191], [72.81681, 21.19193], [72.81669, 21.19201], [72.81661, 21.19209], [72.81659, 21.19213], [72.81658, 21.19217], [72.81657, 21.19219], [72.81656, 21.19222], [72.81656, 21.19224], [72.81657, 21.19228], [72.81658, 21.19231], [72.8166, 21.19234], [72.81662, 21.19236], [72.81666, 21.19238], [72.81668, 21.19239], [72.81671, 21.19239], [72.81674, 21.19239], [72.81677, 21.19239], [72.81687, 21.19235], [72.81694, 21.19244], [72.817, 21.19251], [72.81711, 21.19263], [72.81715, 21.19269], [72.8172, 21.19275], [72.81726, 21.19287], [72.8173, 21.19299], [72.81734, 21.19306], [72.81743, 21.19322], [72.81759, 21.19343], [72.81778, 21.19363], [72.81806, 21.19396], [72.81839, 21.19442]]",LineString
